id,instnm,st_fips,region,ccbasic,ccsizset,adm_rate,pplus_pct_low,pplus_pct_high,plus_debt_all_md,c150_4,c100_4,trans_4,c150_4_black,c150_4_hisp,c150_4_nhpi,c150_4_aian,c150_4_pell,ugds_black,ugds_hisp,ugds_aian,ugds_nhpi,ugds,ind_comp_orig_yr4_rt,lo_inc_comp_orig_yr4_rt,firstgen_comp_orig_yr4_rt,comp_orig_yr4_rt,wdraw_orig_yr3_rt,ind_wdraw_orig_yr3_rt,lo_inc_wdraw_orig_yr3_rt,firstgen_wdraw_orig_yr3_rt,cuml_debt_p10,cuml_debt_p25,cuml_debt_p75,cuml_debt_p90,npt41_pub,npt42_pub,npt43_pub,npt44_pub,npt45_pub,npt41_priv,npt42_priv,npt43_priv,npt44_priv,npt45_priv,pct10_earn_wne_p10,pct25_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10
1723,Northern Vermont University,50,1,20,10,0.7539,5,10,15489,0.3843,0.2654,0.3524,0.1111,0.3333,,0,0.32,0.0371,0.0659,0.0061,0.0008,1320,0.443037974684,0.331967213115,0.354359925788,0.360583941606,0.336956521739,0.288770053476,0.321033210332,0.345195729537,3000,6500,26905,34012,13186,12688,13907,19033,23001,,,,,,8600,25454,62109,61800
1724,Middlebury College,50,1,21,11,0.1345,0,5,26113,0.9117,0.837,0.0713,0.8261,0.8529,,,0.8824,0.0479,0.1054,0.0007,0,2837,,,0.852112676056,0.882943143813,0.035971223022,,,,3500,5501,24703,32000,,,,,,5105,9446,13058,20992,48846,13900,42835,110742,165400
1725,Norwich University,50,1,18,13,0.8677,5,10,20000,0.6212,0.5606,0,0.3529,0.5,0,0.3333,0.5668,0.0445,0.1012,0.0041,0.001,2924,0.537634408602,0.564766839378,0.542483660131,0.583333333333,0.170818505338,0.237804878049,0.264150943396,0.215909090909,3750,6910,27000,38000,,,,,,20881,20035,22428,25186,31848,11900,41883,87032,85200
1726,Saint Michael's College,50,1,21,11,0.8588,5,15,30000,0.784,0.7473,0,0.5833,0.5294,1,,0.7188,0.0233,0.0594,0,0,1415,,0.6,0.763888888889,0.783382789318,0.038674033149,,,,5500,12000,30000,32000,,,,,,16090,18384,24068,25410,32119,16600,44934,92902,89500
1727,SIT Graduate Institute,50,1,20,18,,,,36580,,,,,,,,,0,0,0,0,0,,,,,,,,,,2000,5000,,,,,,,,,,,,,,,
1728,Vermont Law and Graduate School,50,1,31,18,,,,22720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Vermont Technical College,50,1,23,7,0.5568,5,10,15025,0.5403,0.2558,0.1564,,1,,0.75,0.5797,0.028,0.0314,0.0034,0,1177,0.705882352941,0.602409638554,0.592261904762,0.602247191011,0.315450643777,0.15306122449,0.305732484076,0.316526610644,3830,7134,20000,27000,16650,18880,22678,24779,25359,,,,,,15700,41796,88206,74600
1730,University of Vermont,50,1,16,17,0.6351,5,10,36096,0.7713,0.6983,0,0.7097,0.7347,,0.5,0.7154,0.0103,0.0455,0.0003,0.0001,11081,0.581632653061,0.615635179153,0.683853459973,0.721046770601,0.085759661196,0.141592920354,0.095541401274,0.124309392265,4500,7500,26250,27758,12566,11693,15919,21767,26178,,,,,,12800,39913,93724,86800
1731,Averett University,51,5,19,11,0.4772,25,30,18290,0.4173,0.3571,0.4023,0.2887,0.3571,,1,0.3279,0.2843,0.0347,0.0091,0.0037,1094,0.519480519481,0.37106918239,0.450424929178,0.460496613995,0.21,0.214876033058,0.213836477987,0.219435736677,3000,6500,27000,38229,,,,,,19487,20098,21412,25962,27778,13300,32684,70934,87000
1732,Bluefield University,51,5,19,8,0.7225,10,20,11801,0.349,0.3289,0.1879,0.1212,0.5,,,0.254,0.2006,0.0318,0.0064,0.0016,628,0.412213740458,0.305084745763,0.385542168675,0.397435897436,0.217630853994,0.212765957447,0.271523178808,0.23,3166,5500,21875,31000,,,,,,16476,20291,19752,20751,20032,12600,31873,72119,87100
1733,Bridgewater College,51,5,21,11,0.7509,20,25,24837,0.6208,0.5502,0,0.6377,0.6774,,0,0.5429,0.1353,0.0764,0.0028,0.0028,1426,0.615384615385,0.616161616162,0.6,0.610894941634,0.130353817505,,0.131578947368,0.129533678756,4798,7500,27000,33000,,,,,,15242,15411,17458,20249,22458,13500,35365,67319,82100
1734,William & Mary,51,5,16,14,0.3654,0,10,29096,0.9103,0.8641,0.0633,0.8932,0.9268,,1,0.8963,0.0649,0.0882,0.0014,0.0006,6521,,0.826086956522,0.85306122449,0.872340425532,0.042674253201,,,,5500,7500,25967,27250,3579,5717,10665,17295,34686,,,,,,18500,45625,105413,124900
1735,Regent University,51,5,17,12,0.4071,0,5,12949,0.62,0.5241,0.21,0.5349,0.75,,0,0.5923,0.2697,0.0954,0.0038,0.0035,4246,0.255341880342,0.264150943396,0.296907216495,0.337395277989,0.328036322361,0.356780275562,0.371055495103,0.337606837607,2606,4750,21500,35500,,,,,,17055,15461,16343,18929,18505,,22734,61988,
1736,Christopher Newport University,51,5,20,14,0.8854,5,15,35366,0.7473,0.6599,0,0.6702,0.7895,0,0.5714,0.6906,0.0695,0.069,0.0011,0.0011,4463,0.565217391304,0.705426356589,0.698850574713,0.711805555556,0.067754077792,,,0.068126520681,5500,9500,27000,30820,21160,22326,24953,26236,26151,,,,,,13600,41273,80785,77100
1737,Eastern Virginia Medical School,51,5,27,18,,,,27062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Emory & Henry College,51,5,19,11,0.8721,20,25,25547,0.5066,0.4112,0.3586,0.3,0.375,,0,0.4361,0.1493,0.0317,0.0019,0.0037,1072,,0.384615384615,0.367647058824,0.391891891892,0.200680272109,,0.296296296296,0.229508196721,3750,6714,27000,35000,,,,,,17679,20216,18341,20202,19995,16500,31487,65722,72300
1739,Eastern Mennonite University,51,5,19,11,0.9523,5,15,19700,0.5512,0.437,0.252,0.4571,0.52,,1,0.4762,0.1048,0.0797,0,0.0022,916,0.308823529412,0.326086956522,0.365853658537,0.434920634921,0.136690647482,0.205882352941,0.166666666667,0.150537634409,3600,7200,25025,33500,,,,,,21176,17181,19385,22314,29072,12600,33127,70230,76000
1740,Ferrum College,51,5,22,8,0.7642,40,45,20605,0.3428,0.2435,0.1229,0.2253,0.3571,,0,0.3097,0.25,0.0581,0.0023,0.0012,860,0.322580645161,0.228426395939,0.281767955801,0.293598233996,0.282520325203,0.428571428571,0.371134020619,0.289473684211,3250,5500,27000,41500,,,,,,19431,20829,22347,23845,29021,9900,28160,60546,63000
1741,George Mason University,51,5,15,15,0.913,0,10,23051,0.7013,0.486,0.1646,0.6521,0.7056,0.5,0.6667,0.6532,0.1147,0.1653,0.0011,0.001,26339,0.652586206897,0.652305825243,0.655833048238,0.662478336222,0.095492899774,0.107630522088,0.10821529745,0.097356544165,4500,7500,25750,31520,13342,14429,17359,21649,24371,,,,,,16300,44842,102529,107000
1742,Hampden-Sydney College,51,5,21,8,0.3681,15,20,45191,0.6522,0.5652,0.1171,0.5,0.5,,1,0.6552,0.0717,0.0458,0.0012,0,851,,0.586206896552,0.577981651376,0.582524271845,0.247474747475,,,0.225352112676,5500,8750,27000,33000,,,,,,19494,15192,17889,22810,31040,14500,44592,100778,106000
1743,Hampton University,51,5,17,14,0.8012,35,40,55638,0.5742,0.3968,0.3097,0.5732,0.8571,,0.6,0.4716,0.9625,0.0116,0.0032,0.0007,2855,0.25,0.373702422145,0.472995090016,0.514254385965,0.188062142273,0.285714285714,0.23275862069,0.187347931873,5105,7500,29500,39000,,,,,,39896,43139,44135,39337,45439,10600,33182,80030,85500
1744,Hollins University,51,5,21,8,0.7472,15,25,18530,0.5867,0.5765,0,0.6071,0.1667,,1,0.4824,0.1388,0.0799,0.0014,0.0042,713,0.615384615385,0.550724637681,0.533898305085,0.565445026178,0.115207373272,,0.169230769231,0.106382978723,3500,5750,27000,35500,,,,,,19448,19595,21611,29020,25407,9000,23500,53455,70600
1745,James Madison University,51,5,16,16,0.8625,10,15,32402,0.8175,0.653,0,0.7773,0.8007,0.6667,0.8571,0.7783,0.0466,0.073,0.0014,0.0012,19743,0.710059171598,0.717062634989,0.753947368421,0.776315789474,0.060971524288,0.090425531915,0.084677419355,0.066411238825,5338,7500,26000,29680,13588,14826,18572,24432,27600,,,,,,19500,45322,96057,102600
1746,Liberty University,51,5,17,15,0.9928,0,5,15000,0.6212,0.4529,0.0558,0.3611,0.5635,0.25,0.4706,0.4457,0.0957,0.0728,0.0049,0.0024,47179,0.275089437018,0.231932773109,0.285589899869,0.322822230981,0.334550875885,0.381598449436,0.38629661752,0.364177267132,3167,5902,27000,39016,,,,,,28923,26336,27214,27143,30358,8000,25886,68356,77700
1747,Longwood University,51,5,19,14,0.8998,20,25,25978,0.6518,0.5179,0.2411,0.5566,0.6667,,0.5,0.5462,0.1088,0.0622,0.0022,0.0003,3200,0.235294117647,0.353535353535,0.476897689769,0.495016611296,0.11234705228,,0.1,0.124161073826,3750,7500,27000,32500,13210,14351,17431,21403,24345,,,,,,16000,35946,68088,71000
1748,University of Lynchburg,51,5,17,11,0.9687,10,20,25540,0.6641,0.5769,0.2353,0.5714,0.4643,,0.75,0.5802,0.1059,0.0787,0.0031,0.0012,1614,0.530612244898,0.491803278689,0.52743902439,0.5625,0.153386454183,,0.21186440678,0.168284789644,5500,10000,29000,38000,,,,,,16885,20751,23487,23692,27601,13800,33251,71876,83100
1749,Centra College,51,5,26,6,0.8333,0,5,8629,,,,,,,,,0.0263,0,0,0,304,,,,0.773333333333,0.099099099099,,,,,9500,20000,,,,,,,27770,,33352,,,,42272,74448,
1750,Mary Baldwin University,51,5,17,11,,5,15,13072,0.4787,0.3883,0.3032,0.4615,0.5385,1,0.5,0.4679,0.2476,0.083,0.0021,0.0007,1458,0.396648044693,0.402116402116,0.406666666667,0.40414507772,0.188144329897,0.217391304348,0.210843373494,0.2,4683,7781,29250,41442,,,,,,14820,17115,17213,21423,20558,10800,23533,54758,69000
1751,University of Mary Washington,51,5,21,14,0.8192,5,10,21217,0.6803,0.5857,0.2419,0.661,0.7,1,1,0.6232,0.0806,0.1129,0.0022,0.0008,3624,0.537878787879,0.556756756757,0.605882352941,0.618615209989,0.126315789474,0.13475177305,0.136585365854,0.135353535354,4250,6500,25000,28735,13549,15988,21438,26855,28642,,,,,,15500,38950,84946,97700
1752,Marymount University,51,5,17,10,0.8366,10,20,34580,0.6211,0.4974,0.2861,0.459,0.5616,0.6667,1,0.5289,0.1602,0.238,0.0005,0.0021,1891,0.730337078652,0.598039215686,0.628647214854,0.651567944251,0.107212475634,0.110344827586,0.142156862745,0.123563218391,5500,9500,27000,35699,,,,,,25455,25324,25676,26900,27018,10700,38154,89778,97700
1753,Sentara College of Health Sciences,51,5,26,6,,0,10,12308,,,,,,,,,0.0962,0.0615,0,0.0038,260,,,,0.876811594203,,,,,5250,10500,23770,30250,,,,,,,,,,,9700,41705,85228,88700
1754,Norfolk State University,51,5,19,14,0.8864,15,20,18000,0.3712,0.1564,0.2707,0.3692,0.5556,,0,0.3214,0.8477,0.0472,0.0012,0.0008,5004,0.295857988166,0.224014336918,0.267515923567,0.278234086242,0.368486352357,0.311904761905,0.406568516421,0.373610081542,4750,9500,34500,46750,10761,10890,12509,16244,20480,,,,,,9700,25066,60256,67600
1755,Old Dominion University,51,5,15,16,0.9623,5,10,16000,0.4869,0.2499,0.2823,0.4825,0.4773,0.2222,0.6667,0.4305,0.3257,0.0973,0.0024,0.0026,18429,0.476846057572,0.4152498712,0.426200873362,0.435328589368,0.173576214405,0.143546441496,0.189743589744,0.179694260167,4500,7500,26250,35165,13765,13740,16577,20302,22896,,,,,,13600,35520,76813,83800
1756,Radford University,51,5,17,14,0.9531,10,20,18576,0.5391,0.388,0.3323,0.4846,0.4968,0,0.6,0.4827,0.17,0.0805,0.0034,0.0008,6437,0.655948553055,0.545584045584,0.54593639576,0.563621533442,0.12776093547,0.126721763085,0.134909596662,0.137783221066,3500,6979,26296.5,31000,12335,13135,16150,20301,22013,,,,,,16000,35682,74101,81500
1757,Randolph-Macon College,51,5,21,11,0.8382,15,20,37614,0.7178,0.6609,0.1188,0.6757,0.5926,1,1,0.6923,0.0846,0.0584,0,0.002,1490,,0.62,0.675257731959,0.709580838323,0.078616352201,,,,5500,11250,27000,33000,,,,,,17993,19407,25080,27648,28857,21000,41066,79286,84000
1758,Randolph College,51,5,21,8,0.938,15,20,23589,0.5598,0.4891,0.2935,0.5862,0.2727,,0,0.5254,0.2021,0.0968,0.0063,0.0105,475,,,0.551282051282,0.572519083969,0.155555555556,,,0.146551724138,3750,5750,27000,34000,,,,,,19004,19557,20167,24069,24782,12800,33684,68810,71100
1759,Bon Secours Memorial College of Nursing,51,5,26,6,,0,5,19457,,,,,,,,,0.1991,0.007,0.0023,0,427,,,,0.858407079646,,,,,4176,10798,33750,40000,,,,,,,,,,,,49731,83651,
1760,University of Richmond,51,5,21,14,0.2877,0,10,28150,0.8921,0.8449,0,0.9048,0.8596,0,0.5,0.8258,0.0723,0.101,0.0013,0.0006,3098,0.644444444444,0.771428571429,0.788944723618,0.821826280624,0.066037735849,,0.115789473684,0.086956521739,5000,9570,26857,27000,,,,,,13287,12860,13389,24362,48763,21100,49731,119990,131800
1761,Roanoke College,51,5,21,11,0.8038,15,20,26581,0.6963,0.6607,0.2327,0.4615,0.6429,,0.5,0.6228,0.0512,0.0582,0.0033,0.0005,1837,,0.538461538462,0.564593301435,0.613744075829,0.083700440529,,,0.101167315175,5500,12000,28000,35000,,,,,,19243,20142,23298,27340,33499,15600,37789,81708,82500
1762,Shenandoah University,51,5,17,14,0.7435,15,20,37073,0.6395,0.5057,0.1746,0.5455,0.44,,,0.4917,0.0938,0.0891,0.0193,0.0085,2122,0.7,0.512048192771,0.530026109661,0.527027027027,0.147783251232,0.162393162393,0.165413533835,0.158415841584,5500,10000,27000,31075,,,,,,21992,24392,27071,28110,32395,6900,33485,83830,87300
1763,Southeastern Free Will Baptist Bible College,37,5,24,8,,0,5,,0.4667,0.4286,0.1333,,,,,,0,0.0984,0,0,61,,,,,,,,,,,,,,,,,,13991,9591,13724,15837,14636,,,,
1764,Southern Virginia University,51,5,21,11,0.9951,5,10,15000,0.4428,0.2836,0.1493,0.1429,0.4545,0,0,0.4714,0.045,0.0591,0.0084,0.0422,1066,0.549019607843,0.411764705882,0.242857142857,0.328063241107,0.337837837838,0.387096774194,0.395833333333,0.359154929577,2750,4750,18750,31695,,,,,,19447,18401,20232,21888,24829,4000,17815,62841,73500
1765,Sweet Briar College,51,5,21,8,0.8003,15,20,15000,0.4167,0.4167,0.4167,0,0.6667,,0,0.3333,0.0953,0.0466,0.0155,0,451,,,,0.405405405405,0.125,,,,3149,6000,31000,41000,,,,,,15609,14536,18831,29662,28429,9700,33393,75601,70500
1766,Union Presbyterian Seminary,51,5,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,University of Virginia's College at Wise,51,5,21,11,0.8337,0,10,11852,0.3897,0.3069,0.0379,0.0833,0.3333,,,0.2988,0.1016,0.01,0.0036,0,1102,0.163265306122,0.212643678161,0.262345679012,0.267772511848,0.142201834862,,0.151041666667,,2750,5500,22000,29919,8901,8169,11167,12518,14086,,,,,,14200,26152,59082,72000
1768,Virginia Polytechnic Institute and State University,51,5,15,16,0.5647,5,10,30555,0.8661,0.6764,0,0.7797,0.8533,0.6,0.875,0.8241,0.0547,0.0861,0.0011,0.0013,29699,0.743315508021,0.709145427286,0.729591836735,0.747608926674,0.06880864373,0.119496855346,0.084664536741,0.066212871287,5500,11000,28000,31000,11740,13739,18113,24065,26726,,,,,,21100,50617,107568,105600
1769,Virginia Commonwealth University,51,5,15,16,0.9277,5,10,22177,0.6755,0.4785,0.1917,0.6256,0.6386,0.6667,0.4444,0.6278,0.2054,0.1103,0.0021,0.001,20918,0.607594936709,0.573025856045,0.600269179004,0.616020343293,0.148843930636,0.151685393258,0.174211248285,0.153451043339,4500,7750,27000,33000,13601,14349,16689,21818,26416,,,,,,12100,34458,78801,86100
1770,University of Virginia-Main Campus,51,5,15,16,0.2074,0,5,27118,0.9371,0.8861,0.036,0.8648,0.9343,1,1,0.8972,0.0669,0.0681,0.0007,0.0008,17041,0.710743801653,0.811855670103,0.856940509915,0.876807403123,0.03402119353,,0.04118993135,0.02875,5000,8196,26652,30684,8987,7775,14589,21123,28880,,,,,,21600,53656,122447,126500
1771,Virginia Military Institute,51,5,21,11,0.6391,5,15,32150,0.7367,0.6351,0.2171,0.5333,0.6897,,0,0.75,0.0617,0.0811,0.0048,0.0054,1652,,0.636363636364,0.733333333333,0.738805970149,0.064285714286,,,,5500,8000,27000,30000,10705,6552,9826,20401,26778,,,,,,15800,46539,96730,97800
1772,Virginia University of Lynchburg,51,5,23,8,,25,30,9502,0.1139,0,0.038,0.1169,0,,,0,0.9724,0.0046,0,0.0046,217,,,,0.088888888889,0.403314917127,0.463414634146,0.408,,2750,4750,31250,51410,,,,,,7104,8618,11771,,,,14674,43220,
1773,Virginia State University,51,5,19,14,0.9608,25,30,18200,0.4778,0.3133,0.2272,0.488,0.3846,,0.5,0.4393,0.9359,0.0003,0.0018,0,3886,0.379746835443,0.37962962963,0.419795221843,0.414634146341,0.296851574213,0.29696969697,0.324031007752,0.307339449541,4750,8675,31000,41017,13521,14577,17890,19849,22173,,,,,,8400,25717,62686,68900
1774,Virginia Union University,51,5,21,11,0.9378,20,25,25749,0.4176,0.3033,0.1758,0.413,0,,0,0.3754,0.8,0.0109,0.0227,0,1190,0.301886792453,0.309375,0.333333333333,0.352941176471,0.24537037037,0.365853658537,0.305676855895,0.252717391304,4750,6250,29419,40000,,,,,,16318,18117,20745,21930,21685,7000,21000,55106,59000
1775,Virginia Wesleyan University,51,5,21,11,0.8637,20,25,23001,0.4682,0.4393,0.3671,0.4175,0.3333,,1,0.4672,0.2639,0.0933,0.0067,0.0034,1190,0.467532467532,0.356589147287,0.384615384615,0.398058252427,0.276595744681,0.223684210526,0.32,0.285245901639,3750,6500,27000,37000,,,,,,20077,16814,20736,22020,25114,7700,31246,66619,74700
1776,Washington and Lee University,51,5,21,11,0.1885,5,10,39008,0.9361,0.9119,0,0.8333,1,,,0.9286,0.0389,0.0703,0.0005,0.0005,1850,,,,,0.668539325843,,0.518518518519,0.631578947368,5302,7500,27000,29500,,,,,,769,743,4132,10395,43946,29200,60365,134968,164000
1777,Bellevue College,53,8,23,12,,0,5,17713,0.3341,,0.1659,0.2188,0.2222,0,0,0.3361,0.048,0.1106,0.003,0.003,9752,0.222677595628,0.195428571429,0.209363957597,0.204344874406,0.356968215159,0.376666666667,0.362745098039,0.38125,1902,3500,13453,21653,6765,7910,9168,15616,15557,,,,,,8400,31589,89504,88300
1778,Central Washington University,53,8,18,13,0.8845,10,15,17285,0.5363,0.3232,0,0.2813,0.4918,0.3333,0.2857,0.4586,0.0473,0.1843,0.007,0.0101,9508,0.520467836257,0.462385321101,0.452186448823,0.462713068182,0.22214532872,0.200251889169,0.244163424125,0.228386500231,3500,6000,25000,32500,11804,13371,17824,22556,23895,,,,,,12800,37011,81683,83000
1779,Centralia College,53,8,23,9,,,,11336,0.4389,,0.1129,0.25,0.325,0.5,0,0.3595,0.0316,0.1522,0.008,0.0043,1616,0.184375,0.158924205379,0.181443298969,0.176975945017,0.589743589744,0.616071428571,0.630695443645,0.591375770021,,,,,5608,7700,10089,12175,,,,,,,4200,19837,56727,60800
1780,City University of Seattle,53,8,17,6,,0,5,14549,,,,,,,,,0.0747,0.1036,0.004,0.01,1004,0.360544217687,0.355555555556,0.36301369863,0.367021276596,0.311258278146,0.295081967213,0.338709677419,0.29203539823,2375,5500,24666,35298,,,,,,,,,,,12000,43686,85468,99500
1781,Columbia Basin College,53,8,23,12,,0,5,12216,0.361,,0.1035,0.375,0.3067,1,0.5,0.2781,0.0108,0.4533,0.0034,0.0015,5301,0.161410018553,0.114327062229,0.11911623439,0.128161888702,0.502454991817,0.495344506518,0.511627906977,0.508506616257,1503.5,2757,11638,20060,8457,7750,9804,12445,15691,,,,,,6700,25889,66497,69600
1782,Cornish College of the Arts,53,8,30,8,0.6381,25,30,41556,0.5112,0.4663,0,0,0.6667,0.5,,0.4769,0.0584,0.0491,0.0093,0,428,0.48,0.453125,0.5,0.522167487685,0.213483146067,,0.346153846154,0.266666666667,5500,9500,27000,37000,,,,,,30113,32255,36635,40437,41819,6200,19162,67187,62400
1783,Eastern Washington University,53,8,18,13,0.9707,0,5,15693,0.4962,0.2649,0,0.2881,0.4638,0.2,0.2667,0.4167,0.0365,0.1923,0.0113,0.0058,7589,0.539528432732,0.435546875,0.419288292935,0.427763108261,0.242285714286,0.217630853994,0.256029684601,0.251575630252,3500,6336,25163,34500,8449,8974,12256,16255,19571,,,,,,10700,33817,74495,77100
1784,The Evergreen State College,53,8,19,10,0.9946,0,10,19788,0.4323,0.3229,0,0.2632,0.4744,0.75,0.375,0.3944,0.0522,0.1204,0.0467,0.0055,1819,0.518,0.460132890365,0.4375,0.453667953668,0.274490785645,0.261477045908,0.27115716753,0.268571428571,2992,5594,21291,29300,18968,21174,23471,24660,24865,,,,,,5500,20777,65081,63700
1785,Gonzaga University,53,8,17,14,0.7615,5,10,32632,0.8511,0.7541,0.0955,0.8571,0.8146,0.8333,0.7778,0.774,0.0113,0.1231,0.005,0.0026,4962,0.673076923077,0.717791411043,0.787878787879,0.808870116156,0.050890585242,,,0.071428571429,5500,12000,29000,37000,,,,,,19141,18292,22764,32079,38548,17600,50309,113267,99900
1786,Green River College,53,8,23,12,,0,5,12691,0.3801,,0.1811,0.1111,0.3611,0.25,0.125,0.3463,0.0703,0.1314,0.0071,0.0084,6330,,,,0.011583011583,0.548532731377,0.554609929078,0.548302872063,0.550855085509,1500,2767,11037,19377,6218,8031,10730,13734,15763,,,,,,6000,24510,67817,73700
1787,Heritage University,53,8,20,6,,0,5,16503,0.5333,0.2941,0.2286,,0.5513,,0.3636,0.5263,0.0062,0.7503,0.0795,0,805,0.550458715596,0.496124031008,,0.557446808511,0.201581027668,0.177570093458,0.201492537313,,3500,7000,28728,39438.5,,,,,,6291,4936,6978,,,5900,27156,64713,59200
1788,Bastyr University,53,8,17,7,,0,5,22314,,,,,,,,,0.0149,0.1045,0.0149,0.0149,67,,0.823529411765,,0.818181818182,,,,,5500,12105,25000,30499,,,,,,,,,,,4000,26539,78878,70800
1789,Lake Washington Institute of Technology,53,8,23,9,,0,5,13542,0.4286,,0.1032,0.3333,0.2727,0,0,0.4167,0.0394,0.138,0.0053,0.0053,1522,0.425,0.362676056338,0.400611620795,0.39651416122,0.342412451362,0.324250681199,0.352380952381,0.342710997442,2453,4262,18000,25141,6696,6890,10152,12018,14635,,,,,,8400,27456,73776,79100
1790,North Seattle College,53,8,23,9,,0,5,19990,0.3984,,0.2031,0.3,0.0667,0,,0.4,0.1345,0.14,0.0034,0.0021,2914,0.139579349904,0.127016129032,0.125,0.132564841499,0.372549019608,0.39219330855,0.394285714286,0.388581952118,1667,2700,9500,17504,3868,5694,8627,13564,13846,,,,,,4600,23897,71086,82100
1791,Northwest University,53,8,19,11,0.9598,0,10,15420,0.5813,0.5271,0,0.2727,0.5,0,0.6,0.5584,0.0531,0.0769,0.0119,0.0172,754,0.391304347826,0.370967741935,0.42175066313,0.461254612546,0.248995983936,0.315151515152,0.31875,0.266666666667,3000,5500,22345,30500,,,,,,19388,19091,19251,23040,27030,7200,28258,78550,78300
1792,Pacific Lutheran University,53,8,19,11,0.8839,10,15,21556,0.6938,0.5922,0,0.5294,0.5926,0.2857,0.4444,0.6529,0.0339,0.1583,0.0043,0.0159,2331,0.672268907563,0.652941176471,0.641089108911,0.670788253478,0.102102102102,,0.145077720207,0.10599078341,5500,10000,29876,37314,,,,,,15308,15131,18117,26149,26531,13700,37214,85811,84400
1793,University of Puget Sound,53,8,21,11,0.883,5,10,42966,0.7423,0.6718,0.2209,0.6667,0.7609,1,0.5,0.6322,0.0257,0.12,0.0027,0.0054,1866,,0.65,0.659090909091,0.723577235772,0.070559610706,,,0.111111111111,4584,6000,29000,39750,,,,,,9749,12232,17783,22753,32735,12000,41831,92202,97400
1794,Saint Martin's University,53,8,20,10,0.7162,5,10,19035,0.6089,0.5084,0.3073,0.5556,0.5517,0.5,0.3333,0.5455,0.0646,0.2175,0.0074,0.049,1347,0.606557377049,0.559322033898,0.608490566038,0.606451612903,0.114845938375,0.166666666667,0.208333333333,0.112781954887,5500,10359,27000,34500,,,,,,15184,15140,20954,25043,27890,15000,41065,82548,87600
1795,Seattle Pacific University,53,8,17,14,0.9195,10,20,25977,0.6594,0.556,0.1266,0.4762,0.5405,0.625,0.5,0.6166,0.0781,0.1678,0.0034,0.0084,2611,0.469135802469,0.520202020202,0.519582245431,0.548104956268,0.163461538462,0.24,0.21875,0.190231362468,5500,10500,30000,35500,,,,,,18699,19484,22438,28785,31484,10200,35409,85168,90100
