id,instnm,st_fips,region,ccbasic,ccsizset,adm_rate,pplus_pct_low,pplus_pct_high,plus_debt_all_md,c150_4,c100_4,trans_4,c150_4_black,c150_4_hisp,c150_4_nhpi,c150_4_aian,c150_4_pell,ugds_black,ugds_hisp,ugds_aian,ugds_nhpi,ugds,ind_comp_orig_yr4_rt,lo_inc_comp_orig_yr4_rt,firstgen_comp_orig_yr4_rt,comp_orig_yr4_rt,wdraw_orig_yr3_rt,ind_wdraw_orig_yr3_rt,lo_inc_wdraw_orig_yr3_rt,firstgen_wdraw_orig_yr3_rt,cuml_debt_p10,cuml_debt_p25,cuml_debt_p75,cuml_debt_p90,npt41_pub,npt42_pub,npt43_pub,npt44_pub,npt45_pub,npt41_priv,npt42_priv,npt43_priv,npt44_priv,npt45_priv,pct10_earn_wne_p10,pct25_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10
83,California State University-San Bernardino,6,8,16,15,0.9097,0,5,12528,0.5696,0.1872,0.0122,0.4462,0.5688,0.4,0.4286,0.553,0.0478,0.6897,0.0014,0.0014,16595,0.671161048689,0.548636548637,0.541605839416,0.547338568935,0.158826164875,0.12695179905,0.157681394406,0.162067235324,3500,5500,23776,32239,428,901,3851,8098,12041,,,,,,10000,32746,78571,81000
84,California State Polytechnic University-Pomona,6,8,18,15,0.6062,0,5,15000,0.7018,0.2843,0.0169,0.625,0.6261,0.4,1,0.6852,0.0293,0.5032,0.0011,0.002,26802,0.697695035461,0.635949367089,0.615994712492,0.625288535522,0.110898661568,0.116792929293,0.125394045534,0.116615519509,4245,7333,26500,32932,8327,9215,12831,17263,20591,,,,,,12700,42301,95048,96700
85,California State University-Chico,6,8,18,15,0.8547,0,5,17126,0.6537,0.3306,0.0477,0.4302,0.619,1,0.2222,0.5749,0.0277,0.3655,0.0043,0.0025,14343,0.665934065934,0.592804111936,0.601880877743,0.617200217037,0.103771061781,0.117586912065,0.117983963345,0.107671138631,3500,7000,22700,29596,9295,10320,14098,18339,21364,,,,,,11100,37365,93675,91400
86,California State University-Dominguez Hills,6,8,18,15,0.8959,0,5,10932,0.5253,0.158,0.0387,0.3909,0.5352,0,,0.5163,0.1097,0.6744,0.0013,0.0025,15214,0.606801909308,0.552376760563,0.548418650147,0.552723059096,0.133178249491,0.130534790109,0.140921409214,0.135754007197,3250,5500,22750,32302,2603,2736,5782,10525,13171,,,,,,9700,28329,74449,80600
87,California State University-Fresno,6,8,16,15,0.9728,0,5,13580,0.5657,0.1784,0.0161,0.381,0.5588,0.75,0.4,0.5343,0.029,0.5794,0.0032,0.0015,21826,0.607334525939,0.494368932039,0.499059266228,0.511571744818,0.154802259887,0.168604651163,0.175896900035,0.158320577302,3250,5500,21501,31000,3762,4477,7450,12066,15673,,,,,,10000,33943,79323,83800
88,California State University-Fullerton,6,8,16,15,0.5943,0,5,16320,0.7147,0.2897,0.018,0.7143,0.672,0.2857,0.7143,0.6859,0.0197,0.4895,0.0007,0.0019,35502,0.684363334716,0.670385395538,0.65742411813,0.662209528755,0.093785887457,0.126905644829,0.107169436864,0.097375908947,3537,5500,23095,31000,705,2681,5767,9445,13038,,,,,,10800,35410,82648,88000
89,California State University-East Bay,6,8,16,15,0.8236,0,5,15456,0.4844,0.1214,0.0387,0.405,0.4367,0.4375,0.4,0.4586,0.0929,0.3834,0.0012,0.0114,12047,0.595621377978,0.527551020408,0.506666666667,0.5106685633,0.172518661874,0.195918367347,0.192231075697,0.175698418041,3500,5500,22217,31000,8493,9593,13673,17502,20312,,,,,,10800,37704,95292,97900
90,California State University-Long Beach,6,8,16,15,0.4685,0,5,16881,0.7547,0.3424,0.0193,0.6467,0.7368,0.3846,0.8571,0.7414,0.0368,0.4683,0.0009,0.0024,33765,0.732552215996,0.722520107239,0.713396192848,0.717224744608,0.084028858396,0.097447795824,0.09590141977,0.087890625,3500,5500,23500,31000,5399,6128,9317,13337,17475,,,,,,11400,37265,86904,88000
91,California State University-Los Angeles,6,8,18,15,0.9054,0,5,12553,0.519,0.1098,0.0306,0.4851,0.4962,1,0.25,0.5114,0.0373,0.7199,0.0011,0.0009,23506,0.649077868852,0.539096774194,0.507986047366,0.515903927296,0.139527845036,0.118905047049,0.146155735691,0.139790398918,2940,5500,19812,28892,577,1316,4258,8609,12133,,,,,,11700,32464,78483,81700
92,California State University-Northridge,6,8,18,15,0.881,0,5,13374,0.542,0.1655,0.0556,0.4095,0.5017,0.3333,0.4,0.5146,0.0468,0.5385,0.0008,0.0015,34436,0.668503937008,0.564097708767,0.552321735679,0.565212565213,0.136376021798,0.109170305677,0.140697674419,0.138454011742,3250,5500,20000,29250,5873,6756,9851,14421,18242,,,,,,9800,32727,82106,84800
93,California State University-Sacramento,6,8,18,15,0.9368,0,5,16000,0.5746,0.2031,0.0378,0.4808,0.5679,0.5385,0.3333,0.5528,0.0636,0.3642,0.0023,0.0089,29370,0.658536585366,0.590378593794,0.577955986572,0.583096484667,0.121267864723,0.125707356508,0.131557488448,0.124891436512,3500,5500,22460,31000,3878,4796,8026,12593,16240,,,,,,11900,39570,86236,90700
94,University of California-Berkeley,6,8,15,16,0.1444,0,10,28000,0.9281,0.7897,0,0.8144,0.854,0.75,0.7692,0.8863,0.0213,0.198,0.0011,0.0015,31811,0.776,0.735037768739,0.74011299435,0.751293995859,0.067348465952,0.081967213115,0.070145903479,0.06454248366,3869,5500,20218,27000,9594,10880,14407,21217,33136,,,,,,16200,56424,143487,149700
95,University of California-Davis,6,8,15,16,0.4875,5,10,23845,0.8694,0.6194,0,0.8246,0.8241,0.9565,1,0.8505,0.0194,0.2365,0.0007,0.0028,31637,0.733695652174,0.734090909091,0.744297381019,0.762075134168,0.060310581437,0.082324455206,0.067510548523,0.064968152866,3334,5500,20397,26500,9739,11011,14150,17020,29336,,,,,,16900,48456,111763,117500
96,University of California-Irvine,6,8,15,16,0.2882,5,10,22127,0.8367,0.6831,0.091,0.789,0.7658,0.75,0.75,0.8179,0.021,0.2582,0.0009,0.0019,29438,0.773469387755,0.772243713733,0.773381294964,0.787461459404,0.059260635333,0.071917808219,0.064502164502,0.061356019593,3997,7500,23200,28458,5924,7006,10078,16780,25567,,,,,,15600,49218,112769,108500
97,University of California-Los Angeles,6,8,15,17,0.1077,5,10,24000,0.9213,0.826,0.036,0.7979,0.8881,0.7727,0.8889,0.8825,0.032,0.2169,0.0016,0.0018,32122,0.70625,0.750591575958,0.774284816096,0.790731204943,0.067738534528,0.1065830721,0.080649600881,0.071253071253,3184,7200,22938,29235,6772,7882,10217,16341,25628,,,,,,13900,51018,122509,128000
98,University of California-Riverside,6,8,15,16,0.6538,5,10,17457,0.7645,0.6131,0.1636,0.6949,0.7483,0.6667,0.4,0.75,0.0331,0.4069,0.001,0.0025,22817,0.591208791209,0.644970414201,0.675816993464,0.69415218987,0.100605838076,0.111111111111,0.108714788732,0.104442893696,4202,7833,25000,30056,8849,10344,13190,18844,27184,,,,,,12600,38942,90010,92800
99,University of California-San Diego,6,8,15,17,0.342,0,5,23535,0.8935,0.7302,0,0.8246,0.8193,0.7273,1,0.8762,0.0163,0.2196,0.0009,0.0015,33339,0.773694390716,0.817757009346,0.812691131498,0.834979523007,0.06738487537,0.071884984026,0.078724464375,0.070812807882,5159,9200,23800,29000,7954,10192,13744,20125,28952,,,,,,17800,52351,121653,122700
100,University of California-San Francisco,6,8,27,18,,,,22324,,,,,,,,,,,,,,,,,,,,,,2000,4500,11000,14500,,,,,,,,,,,40300,,,250000
101,University of California-Santa Barbara,6,8,15,16,0.2918,5,10,23202,0.8538,0.699,0,0.7642,0.8136,0.8333,0.6667,0.8326,0.0177,0.2541,0.001,0.0011,23081,0.522648083624,0.557985420808,0.525267993874,0.530453447813,0.103457106274,0.162162162162,0.11233053583,0.10384331116,4166,7500,23500,28677,11022,12305,14720,20565,30833,,,,,,13500,45541,104672,104800
102,University of California-Santa Cruz,6,8,15,17,0.5864,5,10,27054,0.7809,0.6039,0.051,0.5902,0.7385,0.7273,1,0.7806,0.0194,0.2786,0.001,0.0015,17864,0.707650273224,0.703269069573,0.703027390678,0.714147909968,0.097873579959,0.119733924612,0.105388272583,0.104824561404,4700,8900,25512,29410,13340,14379,17375,23778,33865,,,,,,10900,38681,95695,90100
103,California Christian College,6,8,24,7,1,0,5,,0,,0,0,,,,,0.1429,0.2857,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Haven University,6,8,24,6,,,,,1,0,0,,,,,,0.1818,0.0455,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,
105,California Institute of the Arts,6,8,19,11,0.2898,10,15,53823,0.7193,0.614,0,0.75,0.8095,,0.5,0.7059,0.0386,0.1376,0.0042,0.0021,959,,,0.659793814433,0.724137931034,0.14371257485,,0.174603174603,0.15,7500,16398,36000,45500,,,,,,32125,31840,42525,45457,58502,5400,18035,85355,96900
106,California State University Maritime Academy,6,8,22,8,0.8209,10,20,25316,0.6818,0.5864,0.0364,0.5,0.6,,,0.6667,0.0284,0.2216,0.0057,0.0136,880,0.634146341463,0.553846153846,0.622807017544,0.624390243902,0.10460251046,,,0.115384615385,5500,8750,29197,43190,11953,10896,15859,18995,23764,,,,,,18800,53953,128532,141200
107,California Western School of Law,6,8,31,18,,,,30390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23100,,,154300
108,Chapman University,6,8,16,14,0.6037,15,20,40000,0.799,0.7163,0,0.7727,0.7371,1,0.8,0.7249,0.0216,0.1762,0.0013,0.0033,7469,0.685185185185,0.726530612245,0.745762711864,0.764705882353,0.085278276481,,0.088888888889,0.082242990654,4750,10000,26848,30750,,,,,,29234,27427,32462,34732,45849,10700,39157,91154,90100
109,Charles R Drew University of Medicine and Science,6,8,26,6,0.6329,5,15,22720,,,,,,,,,0.4275,0.3569,0.0078,0.0039,255,,,,0.845070422535,,,,,5278,10250,25000,30500,,,,,,25349,25980,21749,25309,36763,7900,49584,153689,136200
110,Concordia University-Irvine,6,8,17,14,0.8138,5,15,23735,0.6796,0.6048,0,0.619,0.6104,,1,0.6422,0.0481,0.2639,0.0019,0.0057,1580,0.536912751678,0.564102564103,0.585139318885,0.612085769981,0.102333931777,0.111111111111,0.115606936416,0.112068965517,4406,8127,25500,29500,,,,,,17726,18513,21900,26460,30209,8600,33153,86485,84300
111,San Diego Christian College,6,8,20,7,0.527,10,15,28713,0.473,0.3611,0,0.2857,0.5,0,1,0.4848,0.0959,0.3082,0.0114,0.0114,438,0.210084033613,0.099173553719,0.207070707071,0.234615384615,0.384210526316,0.435294117647,0.411111111111,0.415492957746,4750,6600,27437.5,40250,,,,,,32388,31031,36669,35781,37065,3600,29126,71045,75800
112,Church Divinity School of the Pacific,6,8,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Claremont Graduate University,6,8,16,18,,,,22599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Claremont McKenna College,6,8,21,11,0.1124,0,10,52129,0.9271,0.7988,0,0.8462,0.9623,,,0.8636,0.0516,0.1563,0.0007,0.0028,1414,,,,0.866141732283,,,,,3750,5500,19827.5,26198,,,,,,249,9160,12545,41440,47122,18200,61413,168478,164000
115,Western University of Health Sciences,6,8,25,18,,,,19289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33200,,,248500
116,Columbia College Hollywood,6,8,30,6,,25,30,31467,0.4583,0.4026,0.0139,0.2895,0.6316,0,,0.4085,0.1846,0.1197,0.0142,0.0142,493,0.298850574713,0.362416107383,0.396226415094,0.430921052632,0.380327868852,0.408450704225,0.486666666667,0.397379912664,3500,5917,27250,40000,,,,,,26993,26530,30164,23599,32563,,15657,62569,
117,Dell'Arte International School of Physical Theatre,6,8,30,18,,,,,,,,,,,,,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Dominican University of California,6,8,19,10,0.9293,15,20,43004,0.7738,0.6786,0.1468,0.7222,0.6818,0.75,0.6667,0.7206,0.0386,0.2719,0.0217,0.0193,1243,0.627906976744,0.630769230769,0.668539325843,0.705882352941,0.092150170648,,,,6388,15000,30625,38166,,,,,,42087,42979,46774,44009,45803,9700,39397,114197,124200
119,Dominican School of Philosophy & Theology,6,8,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Fielding Graduate University,6,8,17,18,,,,12247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Franciscan School of Theology,6,8,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Fresno Pacific University,6,8,18,12,0.7786,0,5,10500,0.6768,0.5549,0.2622,0.3846,0.6944,1,0.75,0.6842,0.0472,0.5858,0.0097,0.0056,2668,0.54465849387,0.507352941176,0.554633471646,0.549661399549,0.157640232108,0.147776183644,0.166666666667,0.153846153846,5250,8734,25000,32000,,,,,,13105,10736,11275,6391,16843,7600,33718,71998,73300
123,Fuller Theological Seminary,6,8,24,18,,,,16097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Golden Gate University,6,8,18,9,,0,5,15081,,,,,,,,,0.2032,0.2077,0.0162,0.025,679,,,0.337837837838,0.393939393939,0.194915254237,,,,4500,8625,35500,47824,,,,,,,,,,,18200,52804,125307,122800
125,Graduate Theological Union,6,8,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Harvey Mudd College,6,8,21,8,0.0999,0,10,33386,0.9439,0.8832,0.0467,0.7,0.8974,1,,0.9167,0.0453,0.211,0.0044,0.0022,905,,,,0.907407407407,,,,,5500,13500,27000,28630,,,,,,21439,11711,18616,22036,38336,24500,80397,213549,146900
127,Holy Names University,6,8,20,8,0.9531,10,15,23039,0.5798,0.4958,0.0336,0.7368,0.5,0.6667,,0.5758,0.1689,0.3243,0.0034,0.0101,592,0.522727272727,0.569444444444,0.52380952381,0.564102564103,0.136645962733,,,,5500,10250,31000,42685,,,,,,16302,17530,19652,23574,29538,10600,41553,107127,107800
128,California State Polytechnic University-Humboldt,6,8,18,13,0.9146,0,5,17076,0.475,0.2029,0.0779,0.2826,0.441,0,0.5385,0.4523,0.0328,0.3285,0.0137,0.0036,5336,0.582258064516,0.507136859782,0.490288404944,0.49886518384,0.138861629048,0.149517684887,0.149074074074,0.142394822006,3500,5500,24300,31000,9695,10466,15111,19758,22583,,,,,,7100,25793,67794,73900
129,Humphreys University-Stockton and Modesto Campuses,6,8,20,6,,0,5,12846,0.7222,1,0.1111,1,0.5556,,,0.7333,0.0711,0.4061,0,0.0305,197,0.357142857143,0.352112676056,,0.348258706468,0.317757009346,0.3125,0.323943661972,,3500,7601,37168,50084,,,,,,8591,7686,9141,,,4600,22995,55180,62500
130,American Jewish University,6,8,21,8,,5,10,,0.5,0.5,0,,,,,1,0.0455,0.0909,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,32228,97078,
131,Life Pacific University,6,8,22,8,0.9397,10,15,19152,0.5111,0.3194,0.0556,0.6667,0.5313,0,,0.5217,0.0477,0.3938,0.0143,0.0072,419,0.461538461538,0.461538461538,0.516129032258,0.486187845304,0.254777070064,0.393939393939,0.315789473684,,4840,6500,23500,34490,,,,,,24475,18616,21145,26545,27430,5200,24539,64720,72800
132,University of La Verne,6,8,17,12,0.7194,5,15,21000,0.6936,0.5975,0,0.6286,0.709,0.6,,0.6748,0.0711,0.6069,0.0035,0.006,3686,0.455405405405,0.508771929825,0.534562211982,0.540900443881,0.170385395538,0.195488721805,0.176470588235,0.175081433225,5250,11493,30688,40334,,,,,,21532,23718,35528,,46612,13200,36867,85490,96200
133,Laguna College of Art and Design,6,8,30,6,0.833,15,25,44788,0.7037,0.4691,0,1,0.6875,,,0.5909,0.0231,0.2327,0.0054,0.0041,735,,0.5,0.515625,0.544642857143,0.213114754098,,0.28,,5500,9500,29375,38724,,,,,,41016,46331,41865,39336,40611,,25292,81357,
134,Latin American Bible Institute,6,8,24,7,0.3623,,,,0.2222,,0.1111,,0.25,,,,0,0.9796,0,0,49,,,,,,,,,,,,,,,,,,,5005,,11050,,,,,
135,Life Chiropractic College West,6,8,26,18,,,,27111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Lincoln University,6,8,29,6,,0,5,,0.7273,0.7273,0.2727,,,,,1,0.5179,0.0238,0,0,168,,,,,,,,,,,,,,,,,,14128,,,,,,,,
137,Southern California Seminary,6,8,22,6,,0,5,,,,,,,,,,0.2174,0.2391,0,0.0217,46,,,,,,,,,,,,,,,,,,,,,,,,10063,66245,
138,La Sierra University,6,8,19,11,0.6607,15,20,20289,0.449,0.345,0.3471,0.4615,0.4597,0.3333,0,0.4375,0.074,0.4591,0.0008,0.0063,1270,0.310344827586,0.348739495798,0.356783919598,0.338003502627,0.144396551724,0.164705882353,0.183333333333,0.170807453416,3668,7500,31000,42666,,,,,,20907,20608,22271,24345,31218,6600,35463,94290,87100
139,Loma Linda University,6,8,16,14,,0,10,22191,,,,,,,,,0.0408,0.3888,0,0.002,980,0.851648351648,0.875,,0.887005649718,0.041131105398,,,,2200,6175,25000,32930,,,,,,,,,,,22600,53504,115692,133800
140,Southern California University of Health Sciences,6,8,26,6,,0,5,18000,1,1,0,,1,,,,0.1308,0.3692,0,0,130,,,,,0.183333333333,,,,,6385,18750,,,,,,,,,,,,,,105400,
141,The Master's University and Seminary,6,8,17,10,0.6698,5,10,21511,0.7164,0.6617,0,0.4,0.8824,,,0.7111,0.0247,0.1936,0.012,0.0075,1338,0.409090909091,0.517857142857,0.562913907285,0.59706959707,0.151624548736,0.322033898305,,0.175675675676,4243,7500,24000,29000,,,,,,28366,22523,24222,28967,34422,6600,26726,82097,90600
142,Loyola Marymount University,6,8,16,14,0.4582,10,15,48000,0.7877,0.7152,0,0.7579,0.7942,1,0,0.788,0.0716,0.2283,0.0004,0.001,6999,0.623853211009,0.682119205298,0.683928571429,0.711720226843,0.085106382979,0.124087591241,0.103571428571,0.100790513834,5500,9500,27000,28000,,,,,,28383,22329,31532,30217,38505,17300,43712,107551,113000
143,Marymount California University,6,8,22,8,,15,20,35267,0.3945,0.2305,0.3047,0.2917,0.5222,0,,0.4571,0.0903,0.4673,0,0.0023,443,0.354838709677,0.343434343434,0.438775510204,0.413385826772,0.147826086957,,0.164705882353,,3500,5500,26500,34000,,,,,,26875,30057,32859,41786,,5300,26769,79736,67900
144,Menlo College,6,8,29,8,0.6978,5,15,36347,0.5497,0.4768,0,0.5833,0.6429,0,,0.6393,0.0525,0.3149,0.0054,0.0229,743,0.58064516129,0.603448275862,0.53125,0.540697674419,0.187845303867,,0.275862068966,0.173228346457,4924,7237,25500,29000,,,,,,27767,25846,32747,28585,37980,11000,34394,96583,115800
145,Mills College,6,8,19,8,0.7981,5,10,26904,0.6403,0.609,0,0.8571,0.6053,0,,0.5893,0.1301,0.3402,0,0,438,0.441558441558,0.297297297297,0.270440251572,0.284444444444,0.164122137405,0.166666666667,,0.16847826087,5500,10739.5,26000,33001,,,,,,14854,19393,18187,25478,32406,6400,28569,85227,81300
146,Middlebury Institute of International Studies at Monterey,6,8,18,6,,0,5,26113,,,,,,,,,0,0.1538,0,0,13,,,0.852112676056,0.882943143813,0.035971223022,,,,3500,5501,24703,32000,,,,,,,,,,,13900,42835,110742,165400
147,Mount Saint Mary's University,6,8,18,10,0.9012,15,25,20313,0.5895,0.4674,0.2787,0.5,0.595,0,,0.6257,0.0601,0.5674,0.0021,0.0042,1898,0.55035971223,0.574931880109,0.565982404692,0.580684596577,0.106748466258,0.153543307087,0.14161849711,0.110260336907,4902,10500,30033,40018,,,,,,21376,45431,45215,43290,36576,14300,46015,110120,103700
148,National University,6,8,18,15,0.5455,0,5,13910,0.4667,0.1071,0.4333,1,0.5714,,,0.3333,0.1041,0.3068,0.0061,0.0112,7160,0.452538631347,0.41384736428,0.434413965087,0.446808510638,0.139964788732,0.137628111274,0.15046728972,0.142857142857,4083,7000,29688,39500,,,,,,12231,,12231,,,11200,40606,95187,91100
149,Naval Postgraduate School,6,0,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,San Francisco Bay University,6,8,28,8,0.45,,,,0.2667,0.2,0.5333,,,,,,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Notre Dame de Namur University,6,8,19,7,,10,20,28968,0.5465,0.4094,0.4012,0.4545,0.5412,0.75,0,0.5316,0,0,0,0,0,0.377952755906,0.416666666667,0.420634920635,0.414330218069,0.167286245353,0.168316831683,0.192307692308,0.164251207729,5500,11000,29000,40000,,,,,,,,,,,12100,40313,105021,96200
152,Occidental College,6,8,21,11,0.3824,5,10,48982,0.8291,0.7942,0.1262,0.875,0.7802,1,,0.8679,0.0456,0.1578,0,0.0015,1952,,0.830508474576,0.823943661972,0.816393442623,0.063122923588,,,,5500,11975,27000,32000,,,,,,13983,13285,14770,21467,44948,11000,41617,98240,94200
153,Otis College of Art and Design,6,8,30,10,0.7982,15,25,44866,0.6859,0.5916,0,0.7692,0.75,,,0.7586,0.0537,0.2007,0.0017,0,1191,0.69696969697,0.724637681159,0.701754385965,0.705202312139,0.130208333333,,0.185185185185,,5500,12116,31000,40000,,,,,,35397,37228,42578,41297,47682,8400,23022,78844,101500
154,Hope International University,6,8,19,10,0.3997,0,10,18178,0.4196,0.2411,0,0.5,0.2759,,0.5,0.4032,0.0889,0.2504,0.0097,0.0178,619,0.333333333333,0.327868852459,0.347639484979,0.371335504886,0.214285714286,0.307692307692,0.24358974359,,3500,6500,27231,38925,,,,,,11576,15404,18768,20479,22741,6000,24712,65913,73700
155,Palo Alto University,6,8,26,6,,0,5,25518,,,,,,,,,0.0313,0.2188,0,0,64,,,,0.171875,0.428571428571,,,,5500,12357,25000,25000,,,,,,,,,,,,36926,99801,
156,Pacific Oaks College,6,8,19,6,0.1304,0,5,10412,,,,,,,,,0.1148,0.5762,0.0063,0.0021,479,,0.643835616438,0.665137614679,0.668,0.102272727273,,,,5500,11250,26250,32500,,,,,,,,,,,11300,,65430,59700
157,Pacific School of Religion,6,8,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Pacific States University,6,8,29,6,,0,5,,0.75,0,0,,,,,,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Pacific Union College,6,8,22,8,0.5773,5,15,21293,0.396,0.2456,0.536,0.1667,0.3803,0.75,1,0.3636,0.0688,0.3129,0.0025,0.0038,799,0.298701298701,0.279069767442,0.252336448598,0.285310734463,0.2,0.22,0.253012048193,0.163742690058,5001,9500,32500,45167,,,,,,19892,20928,19496,21574,25727,9300,38921,103007,110900
160,University of the Pacific,6,8,17,14,0.793,15,20,45450,0.6949,0.4358,0,0.5769,0.6667,0.6,0.7143,0.6667,0.0401,0.245,0.0028,0.0049,3269,0.752136752137,0.643097643098,0.654205607477,0.641414141414,0.110419906687,0.119565217391,0.087962962963,0.103211009174,5500,10219,30281.5,40500,,,,,,10439,13200,14620,19438,27899,15900,51660,126490,154800
161,Pepperdine University,6,8,17,14,0.5271,15,20,36016,0.8295,0.7248,0,0.9231,0.8431,1,0.75,0.8722,0.0453,0.1754,0.0016,0.0013,3706,0.579710144928,0.661870503597,0.661157024793,0.695652173913,0.069444444444,0.150684931507,0.073333333333,0.065934065934,5529,13250,31023,42625,,,,,,28304,26285,27667,32775,43673,15200,48185,121040,137800
162,Pitzer College,6,8,21,8,0.1831,0,10,51525,0.8839,0.8052,0,0.8667,0.9412,,1,0.9143,0.0479,0.1267,0.006,0.0026,1168,,,,,,,,,3500,7500,18300,25754,,,,,,985,4759,3023,19483,35754,13200,37824,95004,90700
163,Point Loma Nazarene University,6,8,18,13,0.8366,10,15,30500,0.7274,0.6538,0.2291,0.7273,0.7267,0.8889,0.5,0.6776,0.0189,0.2675,0.0032,0.0032,3170,0.719047619048,0.641255605381,0.659436008677,0.637179487179,0.12610619469,0.117021276596,0.143382352941,0.150735294118,4500,8700,27000,31000,,,,,,27503,28776,30973,31832,37450,11400,37659,88713,90300
164,Pomona College,6,8,21,11,0.0664,0,5,27861,0.9298,0.8647,0.0251,0.9744,0.9437,1,,0.9121,0.0882,0.1603,0.0029,0.0046,1747,,,,0.919463087248,0.066225165563,,,,2636,5554,19500,25500,,,,,,2285,3508,5830,12676,41881,17200,51310,109893,133700
165,Pardee RAND Graduate School,6,8,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,University of Redlands,6,8,18,14,0.8297,5,15,23686,0.6941,0.5851,0,0.5556,0.7,0.75,0.5,0.6351,0.0447,0.4049,0.0081,0.0046,2596,0.627551020408,0.60101010101,0.618510158014,0.647845468053,0.177469135802,0.120879120879,0.109947643979,0.177570093458,5500,12298,32000,41500,,,,,,13981,12984,15260,16247,30630,13900,42626,97183,97100
